"job_id","STC","rack_address","port_x_m","port_y_m","port_z_m","kind","arrival_s","dispatch_s","complete_s","wait_s","lead_s","cycle","measurement_window","seed","port_route","fem_case"
"STC1/in-63","1","STC01-A-025-03-D1","0","0","-1.2","in","5261.691942338699","5279.980818184727","5317.690317821989","18.288875846027622","55.99837548329015","dc","true","20260909","BASE","1"
"STC1/out-62","1","STC01-A-002-03-D2","0","0","-1.2","out","5231.268757126694","5279.980818184727","5366.733150792585","48.712061058032305","135.46439366589038","dc","true","20260909","BASE","1"
"STC1/in-64","1","STC01-B-029-03-D1","0","0","-1.2","in","5349.290276205699","5366.733150792585","5407.109317096514","17.44287458688541","57.819040890814904","dc","true","20260909","BASE","1"
"STC1/out-63","1","STC01-B-012-03-D2","0","0","-1.2","out","5315.167692642926","5366.733150792585","5458.318816733777","51.5654581496583","143.15112409085032","dc","true","20260909","BASE","1"
"STC1/in-65","1","STC01-B-005-09-D1","0","0","-1.2","in","5435.553061158529","5458.318816733777","5493.194983037706","22.765755575247567","57.64192187917706","dc","true","20260909","BASE","1"
"STC1/out-64","1","STC01-A-018-09-D2","0","0","-1.2","out","5401.366586546814","5458.318816733777","5547.571149341636","56.95223018696288","146.20456279482187","dc","true","20260909","BASE","1"
"STC1/in-66","1","STC01-A-029-08-D1","0","0","-1.2","in","5513.514703139663","5547.571149341636","5587.947315645565","34.0564462019729","74.4326125059024","dc","true","20260909","BASE","1"
"STC1/out-65","1","STC01-A-030-04-D2","0","0","-1.2","out","5482.5422736856035","5547.571149341636","5644.323481949495","65.02887565603214","161.78120826389113","dc","true","20260909","BASE","1"
"STC1/in-67","1","STC01-B-019-07-D1","0","0","-1.2","in","5597.148248953745","5644.323481949495","5678.032981586757","47.175232995749866","80.88473263301239","dc","true","20260909","BASE","1"
"STC1/out-66","1","STC01-B-028-07-D2","0","0","-1.2","out","5567.221447331832","5644.323481949495","5734.575814557353","77.10203461766287","167.35436722552095","dc","true","20260909","BASE","1"
"STC1/in-68","1","STC01-B-010-08-D1","0","0","-1.2","in","5679.624623873138","5734.575814557353","5767.451980861282","54.95119068421445","87.82735698814395","dc","true","20260909","BASE","1"
"STC1/out-67","1","STC01-A-014-10-D1","0","0","-1.2","out","5655.9947784138585","5734.575814557353","5811.987564027262","78.5810361434942","155.9927856134036","dc","true","20260909","BASE","1"
"STC1/in-69","1","STC01-B-020-06-D2","0","0","-1.2","in","5771.08124409004","5811.987564027262","5851.697063664525","40.90631993722218","80.6158195744847","dc","true","20260909","BASE","1"
"STC1/out-68","1","STC01-A-014-10-D2","0","0","-1.2","out","5738.41980180304","5811.987564027262","5903.906563301787","73.56776222422195","165.486761498747","dc","true","20260909","BASE","1"
"STC1/in-70","1","STC01-B-006-10-D2","0","0","-1.2","in","5851.403714194894","5903.906563301787","5946.11606293905","52.502849106893336","94.71234874415586","dc","true","20260909","BASE","1"
"STC1/out-69","1","STC01-B-009-07-D2","0","0","-1.2","out","5824.021693300457","5903.906563301787","5990.325562576312","79.88487000133046","166.3038692758555","dc","true","20260909","BASE","1"
"STC1/in-71","1","STC01-B-010-04-D2","0","0","-1.2","in","5932.590864707849","5990.325562576312","6023.368395546908","57.73469786846363","90.77753083905918","dc","true","20260909","BASE","1"
"STC1/out-70","1","STC01-A-007-08-D1","0","0","-1.2","out","5916.743659881344","5990.325562576312","6066.244561850837","73.58190269496845","149.5009019694935","dc","true","20260909","BASE","1"
"STC1/in-72","1","STC01-A-019-06-D1","0","0","-1.2","in","6026.090852145903","6066.244561850837","6099.9540614881","40.153709704934045","73.86320934219657","dc","true","20260909","BASE","1"
"STC1/out-71","1","STC01-A-009-05-D1","0","0","-1.2","out","6004.2714624200025","6066.244561850837","6139.163561125363","61.973099430834736","134.8920987053607","dc","true","20260909","BASE","1"
"STC1/in-73","1","STC01-A-012-06-D1","0","0","-1.2","in","6119.949416132377","6139.163561125363","6168.20639409596","19.214144992985894","48.25697796358236","dc","true","20260909","BASE","1"
"STC1/out-72","1","STC01-B-011-01-D2","0","0","-1.2","out","6097.426984107921","6139.163561125363","6213.915893733222","41.73657701744196","116.48890962530095","dc","true","20260909","BASE","1"
"STC1/in-74","1","STC01-A-004-01-D1","0","0","-1.2","in","6208.192224703463","6213.915893733222","6236.95678845722","5.723669029759549","28.764563753757102","dc","true","20260909","BASE","1"
"STC1/out-73","1","STC01-A-008-05-D1","0","0","-1.2","out","6184.4336893861855","6213.915893733222","6273.832954761149","29.482204347036713","89.39926537496376","dc","true","20260909","BASE","1"
